sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,num_cases
New Hampshire,2020-06-18,2.0,9.0,252.0,-9.0,-34.0,10.0,2.532050665808501
New Hampshire,2020-06-19,-4.0,9.0,252.0,-17.0,-35.0,9.0,2.0907804252941564
New Hampshire,2020-06-20,-7.0,10.0,235.0,-6.0,-10.0,2.0,2.300909111253368
New Hampshire,2020-06-21,-1.0,4.0,199.0,-3.0,-7.0,-1.0,2.3744541513390915
New Hampshire,2020-06-22,3.0,2.0,189.0,-14.0,-36.0,10.0,2.2378705054656045
New Hampshire,2020-06-23,2.0,7.0,220.0,-8.0,-36.0,10.0,2.1748318996778413
New Hampshire,2020-06-24,2.0,6.0,128.0,-14.0,-34.0,12.0,1.7020423562696148
New Hampshire,2020-06-25,3.0,8.0,252.0,-6.0,-33.0,9.0,1.9752096480165902
New Hampshire,2020-06-26,-5.0,5.0,233.0,-14.0,-34.0,10.0,1.9752096480165902
New Hampshire,2020-06-27,-9.0,0.0,181.0,-2.0,-10.0,3.0,1.6074844475879695
New Hampshire,2020-06-28,-2.0,-2.0,147.0,-5.0,-6.0,2.0,2.1328061624859993
New Hampshire,2020-06-29,3.0,2.0,105.0,-15.0,-35.0,11.0,2.1222997281880382
New Hampshire,2020-06-30,5.0,7.0,117.0,-15.0,-35.0,12.0,2.2168576368696837
New Hampshire,2020-07-01,9.0,12.0,150.0,-13.0,-36.0,11.0,2.1433125967839595
New Hampshire,2020-07-02,16.0,23.0,349.0,4.0,-37.0,8.0,1.933183910824748
New Hampshire,2020-07-03,10.0,26.0,284.0,-19.0,-60.0,15.0,1.933183910824748
New Hampshire,2020-07-04,-28.0,-2.0,331.0,-20.0,-29.0,1.0,1.9541967794206687
New Hampshire,2020-07-05,-3.0,-4.0,232.0,-4.0,-12.0,-1.0,1.5759651446940877
New Hampshire,2020-07-06,11.0,10.0,303.0,-10.0,-39.0,9.0,1.61799088188593
New Hampshire,2020-07-07,6.0,10.0,271.0,-8.0,-37.0,10.0,1.5759651446940877
New Hampshire,2020-07-08,3.0,7.0,151.0,-12.0,-36.0,11.0,1.5759651446940877
New Hampshire,2020-07-09,4.0,10.0,299.0,-11.0,-34.0,9.0,1.5864715789920485
New Hampshire,2020-07-10,-5.0,5.0,211.0,-20.0,-35.0,11.0,1.7755873963553388
New Hampshire,2020-07-11,-8.0,2.0,138.0,-17.0,-11.0,4.0,1.7545745277594178
New Hampshire,2020-07-12,0.0,1.0,227.0,-4.0,-7.0,0.0,1.6495101847798117
New Hampshire,2020-07-13,3.0,4.0,186.0,-18.0,-35.0,10.0,1.61799088188593
New Hampshire,2020-07-14,2.0,6.0,153.0,-15.0,-35.0,11.0,1.6705230533757331
New Hampshire,2020-07-15,6.0,9.0,226.0,-13.0,-34.0,9.0,1.691535921971654
New Hampshire,2020-07-16,5.0,10.0,273.0,-7.0,-33.0,9.0,1.7440680934614572
New Hampshire,2020-07-17,-3.0,8.0,168.0,-15.0,-34.0,11.0,1.8281195678451416
New Hampshire,2020-07-18,-9.0,4.0,292.0,-3.0,-9.0,0.0,1.7230552248655358
New Hampshire,2020-07-19,-1.0,2.0,258.0,-3.0,-8.0,-1.0,1.5654587103961273
New Hampshire,2020-07-20,5.0,7.0,259.0,-14.0,-35.0,9.0,1.901664607930866
New Hampshire,2020-07-21,5.0,10.0,280.0,-12.0,-35.0,9.0,1.79660026495126
New Hampshire,2020-07-22,5.0,8.0,170.0,-17.0,-34.0,10.0,1.9121710422288265
New Hampshire,2020-07-23,1.0,7.0,169.0,-12.0,-33.0,11.0,1.880651739334945
New Hampshire,2020-07-24,-1.0,8.0,279.0,-15.0,-33.0,9.0,2.2063512025717227
New Hampshire,2020-07-25,-6.0,5.0,280.0,-2.0,-8.0,0.0,2.3849605856370526
New Hampshire,2020-07-26,2.0,3.0,253.0,0.0,-7.0,-1.0,2.4479991914248163
New Hampshire,2020-07-27,5.0,7.0,271.0,-12.0,-35.0,9.0,2.0172353852084317
New Hampshire,2020-07-28,5.0,9.0,211.0,-12.0,-34.0,10.0,2.5005313629146197
New Hampshire,2020-07-29,6.0,9.0,254.0,-12.0,-34.0,9.0,2.290402676955408
New Hampshire,2020-07-30,5.0,10.0,258.0,-5.0,-33.0,9.0,2.3744541513390915
New Hampshire,2020-07-31,0.0,10.0,281.0,-11.0,-34.0,8.0,2.185338333975801
New Hampshire,2020-08-01,-6.0,6.0,286.0,6.0,-9.0,0.0,2.080273990996196
New Hampshire,2020-08-02,2.0,3.0,194.0,10.0,-9.0,0.0,2.080273990996196
New Hampshire,2020-08-03,10.0,12.0,279.0,-8.0,-34.0,8.0,2.300909111253368
New Hampshire,2020-08-04,-3.0,5.0,116.0,-18.0,-35.0,11.0,2.0277418195063928
New Hampshire,2020-08-05,7.0,11.0,234.0,-14.0,-34.0,8.0,2.1643254653798807
New Hampshire,2020-08-06,5.0,11.0,308.0,-6.0,-33.0,8.0,2.080273990996196
New Hampshire,2020-08-07,-2.0,7.0,265.0,-13.0,-34.0,8.0,2.0592611224002746
New Hampshire,2020-08-08,-6.0,5.0,249.0,0.0,-10.0,1.0,2.15381903108192
New Hampshire,2020-08-09,1.0,4.0,261.0,5.0,-6.0,-1.0,2.0697675566982348
New Hampshire,2020-08-10,7.0,8.0,285.0,-10.0,-35.0,8.0,1.8911581736329053
New Hampshire,2020-08-11,3.0,9.0,283.0,-12.0,-35.0,9.0,1.7650809620573782
New Hampshire,2020-08-12,5.0,9.0,240.0,-13.0,-34.0,9.0,1.7650809620573782
New Hampshire,2020-08-13,4.0,10.0,10.0,-4.0,-33.0,8.0,1.880651739334945
New Hampshire,2020-08-14,-2.0,8.0,273.0,-12.0,-34.0,8.0,1.9436903451227083
New Hampshire,2020-08-15,-6.0,4.0,228.0,4.0,-10.0,1.0,1.7020423562696148
New Hampshire,2020-08-16,1.0,2.0,184.0,9.0,-8.0,0.0,1.6495101847798117
New Hampshire,2020-08-17,7.0,7.0,10.0,3.0,-34.0,8.0,1.7230552248655358
New Hampshire,2020-08-18,5.0,9.0,10.0,3.0,-33.0,9.0,1.639003750481851
New Hampshire,2020-08-19,6.0,7.0,10.0,3.0,-33.0,9.0,1.5654587103961273
New Hampshire,2020-08-20,7.0,10.0,10.0,3.0,-32.0,8.0,1.3553300244369155
New Hampshire,2020-08-21,-2.0,7.0,10.0,-9.0,-33.0,8.0,1.1241884698817826
New Hampshire,2020-08-22,-5.0,4.0,10.0,3.0,-8.0,1.0,1.1767206413715856
New Hampshire,2020-08-23,1.0,2.0,10.0,3.0,-5.0,-1.0,1.2502656814573097
New Hampshire,2020-08-24,6.0,6.0,10.0,3.0,-33.0,8.0,1.365836458734876
New Hampshire,2020-08-25,3.0,7.0,10.0,3.0,-33.0,9.0,1.3973557616287575
New Hampshire,2020-08-26,7.0,9.0,10.0,3.0,-32.0,8.0,1.292291418649152
New Hampshire,2020-08-27,2.0,6.0,10.0,3.0,-31.0,9.0,1.5129265389063242
New Hampshire,2020-08-28,-1.0,4.0,10.0,4.0,-31.0,8.0,1.5234329732042848
New Hampshire,2020-08-29,-11.0,-2.0,10.0,3.0,-11.0,5.0,1.61799088188593
New Hampshire,2020-08-30,6.0,3.0,10.0,3.0,-4.0,-1.0,1.544445841800206
New Hampshire,2020-08-31,5.0,4.0,10.0,3.0,-32.0,7.0,1.4814072360124424
New Hampshire,2020-09-01,5.0,9.0,10.0,3.0,-31.0,8.0,1.544445841800206
New Hampshire,2020-09-02,0.0,5.0,10.0,3.0,-32.0,10.0,1.5759651446940877
New Hampshire,2020-09-03,5.0,12.0,10.0,3.0,-30.0,7.0,1.6074844475879695
New Hampshire,2020-09-04,2.0,13.0,10.0,0.0,-34.0,7.0,1.5969780132900089
New Hampshire,2020-09-05,-3.0,10.0,10.0,3.0,-10.0,0.0,1.870145305036984
New Hampshire,2020-09-06,8.0,5.0,10.0,3.0,-7.0,-2.0,2.0277418195063928
New Hampshire,2020-09-07,17.0,11.0,10.0,3.0,-71.0,15.0,2.1117932938900776
New Hampshire,2020-09-08,4.0,11.0,10.0,3.0,-32.0,7.0,2.0697675566982348
New Hampshire,2020-09-09,-1.0,5.0,10.0,3.0,-30.0,8.0,2.185338333975801
New Hampshire,2020-09-10,-3.0,4.0,10.0,3.0,-29.0,8.0,2.3744541513390915
New Hampshire,2020-09-11,-4.0,5.0,200.0,-12.0,-28.0,7.0,2.6476214430860674
New Hampshire,2020-09-12,-3.0,4.0,221.0,5.0,-5.0,0.0,2.395467019935013
New Hampshire,2020-09-13,-1.0,2.0,152.0,0.0,-5.0,0.0,2.6161021401921856
New Hampshire,2020-09-14,2.0,6.0,185.0,-10.0,-27.0,6.0,2.5005313629146197
New Hampshire,2020-09-15,2.0,8.0,172.0,-9.0,-26.0,7.0,2.6686343116819886
New Hampshire,2020-09-16,0.0,2.0,164.0,-10.0,-28.0,7.0,2.7631922203636337
New Hampshire,2020-09-17,-2.0,3.0,189.0,-7.0,-26.0,7.0,2.532050665808501
New Hampshire,2020-09-18,-5.0,3.0,161.0,-12.0,-26.0,7.0,2.532050665808501
New Hampshire,2020-09-19,-2.0,3.0,192.0,1.0,-4.0,0.0,2.8157243918534367
New Hampshire,2020-09-20,2.0,3.0,144.0,-2.0,-4.0,0.0,2.6371150087881072
New Hampshire,2020-09-21,0.0,2.0,155.0,-11.0,-29.0,7.0,2.5005313629146197
New Hampshire,2020-09-22,-3.0,3.0,134.0,-12.0,-26.0,8.0,2.5425571001064617
New Hampshire,2020-09-23,-3.0,2.0,134.0,-15.0,-27.0,8.0,2.3849605856370526
New Hampshire,2020-09-24,-3.0,3.0,172.0,-11.0,-25.0,7.0,2.4164798885309344
New Hampshire,2020-09-25,-5.0,4.0,166.0,-14.0,-24.0,7.0,2.3534412827431708
New Hampshire,2020-09-26,-1.0,4.0,203.0,6.0,-2.0,0.0,2.1117932938900776
New Hampshire,2020-09-27,1.0,2.0,158.0,5.0,-3.0,0.0,2.363947717041132
New Hampshire,2020-09-28,-2.0,3.0,141.0,-14.0,-26.0,7.0,2.6896471802779103
New Hampshire,2020-09-29,-1.0,5.0,132.0,-13.0,-24.0,8.0,2.5530635344044224
New Hampshire,2020-09-30,-3.0,2.0,80.0,-19.0,-28.0,9.0,2.721166483171792
New Hampshire,2020-10-01,0.0,7.0,172.0,-8.0,-23.0,6.0,2.86825656334324
New Hampshire,2020-10-02,-6.0,5.0,84.0,-16.0,-24.0,9.0,6.177783367200824
New Hampshire,2020-10-03,2.0,7.0,204.0,24.0,-5.0,0.0,6.619053607715169
New Hampshire,2020-10-04,6.0,5.0,167.0,34.0,-5.0,0.0,6.787156556482537
New Hampshire,2020-10-05,-1.0,6.0,149.0,-8.0,-26.0,7.0,6.829182293674379
New Hampshire,2020-10-06,-3.0,7.0,141.0,-11.0,-25.0,7.0,7.301971837082608
New Hampshire,2020-10-07,-5.0,3.0,88.0,-17.0,-26.0,9.0,7.963877197854122
New Hampshire,2020-10-08,-3.0,6.0,153.0,-8.0,-24.0,8.0,8.510211781348074
New Hampshire,2020-10-09,-4.0,5.0,165.0,-5.0,-25.0,8.0,5.92562894404977
New Hampshire,2020-10-10,-1.0,5.0,236.0,16.0,-4.0,1.0,6.587534304821287
New Hampshire,2020-10-11,8.0,5.0,212.0,20.0,-4.0,0.0,6.692598647800892
New Hampshire,2020-10-12,9.0,7.0,171.0,-2.0,-43.0,11.0,7.16538819120912
New Hampshire,2020-10-13,-13.0,-4.0,18.0,-22.0,-26.0,11.0,7.417542614360173
New Hampshire,2020-10-14,-3.0,4.0,125.0,-12.0,-26.0,9.0,7.428049048658132
New Hampshire,2020-10-15,-3.0,3.0,164.0,-6.0,-23.0,8.0,7.36501044287037
New Hampshire,2020-10-16,-13.0,-2.0,29.0,-21.0,-24.0,11.0,7.407036180062213
New Hampshire,2020-10-17,-6.0,1.0,65.0,-2.0,-5.0,4.0,7.375516877168331
New Hampshire,2020-10-18,-4.0,-3.0,107.0,7.0,-5.0,2.0,7.428049048658132
New Hampshire,2020-10-19,-6.0,-1.0,102.0,-15.0,-26.0,8.0,7.217920362698924
New Hampshire,2020-10-20,-8.0,0.0,76.0,-14.0,-24.0,9.0,7.2599460998907634
New Hampshire,2020-10-21,-8.0,0.0,53.0,-19.0,-26.0,10.0,7.596151997425503
New Hampshire,2020-10-22,-6.0,0.0,133.0,-12.0,-23.0,8.0,7.6381777346173445
New Hampshire,2020-10-23,-9.0,1.0,72.0,-23.0,-23.0,9.0,8.026915803641886
New Hampshire,2020-10-24,-8.0,-1.0,93.0,-10.0,-4.0,2.0,8.068941540833729
New Hampshire,2020-10-25,-5.0,-2.0,73.0,19.0,-6.0,2.0,8.384134569772547
New Hampshire,2020-10-26,-10.0,-3.0,19.0,-24.0,-26.0,10.0,8.60476969002972
New Hampshire,2020-10-27,-8.0,2.0,64.0,-15.0,-24.0,9.0,9.235155747907354
New Hampshire,2020-10-28,-10.0,-2.0,14.0,-23.0,-26.0,11.0,9.613387382633935
New Hampshire,2020-10-29,-9.0,1.0,32.0,-19.0,-24.0,10.0,10.138709097531962
New Hampshire,2020-10-30,-18.0,-5.0,5.0,-31.0,-26.0,12.0,10.149215531829926
New Hampshire,2020-10-31,-13.0,2.0,43.0,-16.0,-7.0,3.0,11.378468344691315
New Hampshire,2020-11-01,-13.0,-5.0,7.0,-23.0,-9.0,4.0,11.8617643223975
New Hampshire,2020-11-02,-11.0,-4.0,21.0,-25.0,-26.0,9.0,12.271515260017965
New Hampshire,2020-11-03,0.0,4.0,43.0,-19.0,-29.0,9.0,12.576201854658821
New Hampshire,2020-11-04,-12.0,-6.0,29.0,-25.0,-26.0,11.0,11.49403912196888
New Hampshire,2020-11-05,-10.0,-1.0,74.0,-18.0,-23.0,9.0,12.9544334893854
New Hampshire,2020-11-06,-13.0,-4.0,57.0,-26.0,-23.0,10.0,14.162673433650868
New Hampshire,2020-11-07,-10.0,-3.0,86.0,-11.0,-2.0,3.0,14.687995148548898
New Hampshire,2020-11-08,-6.0,-3.0,84.0,-9.0,-6.0,2.0,4.1920672848862734
New Hampshire,2020-11-09,-8.0,-3.0,75.0,-18.0,-26.0,9.0,18.396766455728983
New Hampshire,2020-11-10,-7.0,1.0,83.0,-19.0,-25.0,9.0,5.442332966343582
New Hampshire,2020-11-11,0.0,1.0,69.0,-26.0,-39.0,13.0,21.433125967839594
New Hampshire,2020-11-12,-13.0,-2.0,26.0,-25.0,-25.0,11.0,7.5331133916377375
New Hampshire,2020-11-13,-16.0,-4.0,1.0,-34.0,-26.0,12.0,25.740764030003433
New Hampshire,2020-11-14,-13.0,-4.0,23.0,-25.0,-6.0,5.0,27.61090933504041
New Hampshire,2020-11-15,-13.0,-5.0,3.0,-29.0,-9.0,5.0,41.47940260834839
New Hampshire,2020-11-16,-12.0,-3.0,26.0,-26.0,-27.0,10.0,31.47727715668991
New Hampshire,2020-11-17,-13.0,-1.0,24.0,-23.0,-25.0,10.0,46.175778739536774
New Hampshire,2020-11-18,-12.0,-3.0,-1.0,-27.0,-27.0,12.0,35.469722189914926
New Hampshire,2020-11-19,-14.0,-1.0,17.0,-23.0,-25.0,11.0,53.99256585721946
New Hampshire,2020-11-20,-17.0,-2.0,23.0,-32.0,-25.0,12.0,39.598750869013436
New Hampshire,2020-11-21,-15.0,-3.0,26.0,-24.0,-4.0,5.0,41.18522244800549
New Hampshire,2020-11-22,-15.0,-4.0,-10.0,-31.0,-7.0,5.0,40.586355693021744
New Hampshire,2020-11-23,-12.0,3.0,-5.0,-31.0,-30.0,12.0,41.090664539323846
New Hampshire,2020-11-24,-4.0,19.0,21.0,-21.0,-28.0,11.0,42.34093022078115
New Hampshire,2020-11-25,8.0,38.0,8.0,-20.0,-37.0,12.0,41.37433826536879
New Hampshire,2020-11-26,-80.0,-51.0,-25.0,-72.0,-85.0,28.0,33.70464122785756
New Hampshire,2020-11-27,-14.0,-12.0,34.0,-40.0,-59.0,21.0,32.72754283814722
New Hampshire,2020-11-28,-20.0,-14.0,6.0,-28.0,-13.0,7.0,35.732383047363946
New Hampshire,2020-11-29,-16.0,-12.0,22.0,-24.0,-10.0,5.0,40.92256159055648
New Hampshire,2020-11-30,-17.0,-11.0,-8.0,-32.0,-30.0,12.0,42.68764255261386
New Hampshire,2020-12-01,-10.0,3.0,23.0,-22.0,-28.0,12.0,47.69921171274106
New Hampshire,2020-12-02,-12.0,-3.0,8.0,-29.0,-29.0,12.0,49.66391492645968
New Hampshire,2020-12-03,-12.0,1.0,36.0,-23.0,-27.0,12.0,57.44918274124847
New Hampshire,2020-12-04,-12.0,6.0,9.0,-34.0,-26.0,12.0,62.702399890228776
New Hampshire,2020-12-05,-39.0,-17.0,-46.0,-44.0,-15.0,11.0,58.59438407972618
New Hampshire,2020-12-06,-20.0,-15.0,-27.0,-31.0,-13.0,6.0,58.17412670780776
New Hampshire,2020-12-07,-10.0,-2.0,2.0,-29.0,-30.0,11.0,64.30988433781674
New Hampshire,2020-12-08,-12.0,0.0,-2.0,-26.0,-27.0,12.0,65.74926583663732
New Hampshire,2020-12-09,-13.0,-3.0,-9.0,-31.0,-30.0,13.0,72.63098030180153
New Hampshire,2020-12-10,-13.0,1.0,11.0,-27.0,-28.0,12.0,75.3101210477815
New Hampshire,2020-12-11,-15.0,-2.0,0.0,-33.0,-27.0,13.0,79.95396500748005
New Jersey,2020-02-15,3.0,-3.0,5.0,2.0,1.0,0.0,0.0
New Jersey,2020-02-16,4.0,-4.0,20.0,0.0,0.0,0.0,0.0
New Jersey,2020-02-17,14.0,1.0,63.0,-15.0,-36.0,8.0,0.0
New Jersey,2020-02-18,1.0,0.0,5.0,2.0,-1.0,1.0,0.0
New Jersey,2020-02-19,2.0,0.0,16.0,2.0,1.0,0.0,0.0
New Jersey,2020-02-20,1.0,-1.0,2.0,1.0,0.0,0.0,0.0
New Jersey,2020-02-21,-1.0,-3.0,-2.0,0.0,2.0,1.0,0.0
New Jersey,2020-02-22,7.0,1.0,59.0,6.0,4.0,-1.0,0.0
New Jersey,2020-02-23,6.0,2.0,104.0,5.0,2.0,-1.0,0.0
New Jersey,2020-02-24,1.0,0.0,46.0,1.0,3.0,0.0,0.0
New Jersey,2020-02-25,-1.0,-3.0,-9.0,-1.0,2.0,0.0,0.0
New Jersey,2020-02-26,3.0,1.0,0.0,2.0,2.0,0.0,0.0
New Jersey,2020-02-27,2.0,1.0,2.0,2.0,1.0,0.0,0.0
New Jersey,2020-02-28,2.0,1.0,2.0,2.0,3.0,0.0,0.0
New Jersey,2020-02-29,7.0,2.0,9.0,2.0,4.0,-1.0,0.0
New Jersey,2020-03-01,8.0,4.0,28.0,3.0,2.0,-1.0,0.0
New Jersey,2020-03-02,6.0,5.0,53.0,1.0,3.0,-1.0,0.0
New Jersey,2020-03-03,4.0,6.0,10.0,2.0,3.0,0.0,0.0
New Jersey,2020-03-04,8.0,7.0,36.0,2.0,2.0,-1.0,0.0
New Jersey,2020-03-05,7.0,9.0,39.0,3.0,2.0,-1.0,0.003216709907289596
New Jersey,2020-03-06,-2.0,0.0,-6.0,-3.0,2.0,2.0,0.006433419814579192
New Jersey,2020-03-07,9.0,9.0,45.0,2.0,6.0,-1.0,0.009650129721868787
New Jersey,2020-03-08,8.0,6.0,116.0,2.0,2.0,0.0,0.009650129721868787
New Jersey,2020-03-09,8.0,8.0,121.0,-4.0,1.0,0.0,0.012866839629158385
New Jersey,2020-03-10,5.0,10.0,34.0,-7.0,-2.0,1.0,0.02412532430467197
New Jersey,2020-03-11,6.0,12.0,48.0,-8.0,-3.0,1.0,0.03699216393383035
New Jersey,2020-03-12,5.0,25.0,19.0,-14.0,-5.0,3.0,0.04342558374840954
New Jersey,2020-03-13,-1.0,27.0,39.0,-20.0,-9.0,6.0,0.041817228794764745
New Jersey,2020-03-14,-7.0,16.0,87.0,-16.0,-2.0,4.0,0.06111748823850231
New Jersey,2020-03-15,-14.0,6.0,79.0,-24.0,-8.0,5.0,0.1479686557353214
New Jersey,2020-03-16,-10.0,18.0,9.0,-35.0,-25.0,11.0,0.27342034211961563
New Jersey,2020-03-17,-27.0,4.0,9.0,-41.0,-35.0,16.0,0.405305448318489
New Jersey,2020-03-18,-30.0,1.0,46.0,-43.0,-39.0,17.0,0.6497754012724983
New Jersey,2020-03-19,-35.0,-3.0,0.0,-50.0,-43.0,21.0,1.146757081948741
New Jersey,2020-03-20,-35.0,4.0,51.0,-49.0,-44.0,21.0,1.3831852601345258
New Jersey,2020-03-21,-42.0,-1.0,51.0,-48.0,-30.0,14.0,2.063519405526276
New Jersey,2020-03-22,-57.0,-31.0,-3.0,-61.0,-38.0,15.0,2.9207725958189528
New Jersey,2020-03-23,-56.0,-34.0,-55.0,-67.0,-55.0,26.0,4.287874306417032
New Jersey,2020-03-24,-46.0,-18.0,32.0,-60.0,-55.0,24.0,5.481273682021471
New Jersey,2020-03-25,-51.0,-27.0,-32.0,-65.0,-57.0,27.0,6.393210940738071
New Jersey,2020-03-26,-46.0,-19.0,52.0,-62.0,-57.0,26.0,9.865649285657188
New Jersey,2020-03-27,-48.0,-21.0,42.0,-63.0,-56.0,27.0,12.76229655717147
New Jersey,2020-03-28,-59.0,-32.0,-47.0,-67.0,-44.0,19.0,15.757053480858085
New Jersey,2020-03-29,-59.0,-33.0,-36.0,-70.0,-44.0,16.0,18.451048028213123
New Jersey,2020-03-30,-49.0,-25.0,-11.0,-66.0,-58.0,26.0,22.182431520669045
New Jersey,2020-03-31,-49.0,-24.0,-21.0,-67.0,-60.0,27.0,24.159099758698503
New Jersey,2020-04-01,-47.0,-21.0,13.0,-65.0,-60.0,27.0,28.713960987420567
New Jersey,2020-04-02,-51.0,-15.0,3.0,-67.0,-61.0,28.0,30.098754602508745
New Jersey,2020-04-03,-62.0,0.0,-30.0,-67.0,-60.0,30.0,33.88803887329589
New Jersey,2020-04-04,-64.0,-2.0,21.0,-62.0,-45.0,18.0,36.992163933830355
New Jersey,2020-04-05,-66.0,-11.0,26.0,-67.0,-45.0,16.0,38.79191312695888
New Jersey,2020-04-06,-58.0,-2.0,38.0,-65.0,-61.0,26.0,39.330712036429894
New Jersey,2020-04-07,-57.0,-5.0,22.0,-66.0,-62.0,27.0,41.3668894077442
New Jersey,2020-04-08,-58.0,-7.0,-10.0,-67.0,-63.0,28.0,40.5015944426833
New Jersey,2020-04-09,-61.0,-8.0,-34.0,-70.0,-64.0,30.0,40.91172495586272
New Jersey,2020-04-10,-62.0,-8.0,-43.0,-72.0,-68.0,33.0,39.71510887035099
New Jersey,2020-04-11,-61.0,-3.0,-12.0,-65.0,-47.0,18.0,38.64394447122356
New Jersey,2020-04-12,-76.0,-48.0,-19.0,-72.0,-52.0,16.0,39.15540134648261
New Jersey,2020-04-13,-70.0,-40.0,-54.0,-76.0,-64.0,30.0,37.78669128093088
New Jersey,2020-04-14,-58.0,-19.0,-12.0,-67.0,-61.0,27.0,39.256727708562224
New Jersey,2020-04-15,-56.0,-20.0,-17.0,-67.0,-61.0,27.0,37.94591842134172
New Jersey,2020-04-16,-58.0,-20.0,-24.0,-68.0,-62.0,28.0,39.066941824032135
New Jersey,2020-04-17,-59.0,-22.0,-31.0,-68.0,-60.0,30.0,38.405907938084134
New Jersey,2020-04-18,-64.0,-27.0,-43.0,-68.0,-44.0,19.0,37.45054509561911
New Jersey,2020-04-19,-62.0,-28.0,1.0,-67.0,-42.0,15.0,37.71753201792415
New Jersey,2020-04-20,-58.0,-24.0,-18.0,-67.0,-59.0,26.0,38.95757368718429
New Jersey,2020-04-21,-60.0,-25.0,-33.0,-69.0,-60.0,27.0,37.89766777273237
New Jersey,2020-04-22,-56.0,-20.0,-18.0,-66.0,-59.0,26.0,39.94349527376856
New Jersey,2020-04-23,-58.0,-21.0,-23.0,-67.0,-59.0,27.0,39.681333416324456
New Jersey,2020-04-24,-62.0,-27.0,-50.0,-71.0,-59.0,31.0,38.164654695037406
New Jersey,2020-04-25,-57.0,-19.0,26.0,-58.0,-39.0,15.0,38.74044576844224
New Jersey,2020-04-26,-67.0,-35.0,-59.0,-73.0,-44.0,16.0,38.177521534666575
New Jersey,2020-04-27,-57.0,-23.0,-31.0,-67.0,-57.0,26.0,35.99820057247786
New Jersey,2020-04-28,-51.0,-15.0,25.0,-61.0,-58.0,19.0,34.529772499800174
New Jersey,2020-04-29,-54.0,-20.0,-21.0,-64.0,-58.0,26.0,32.80883269940023
New Jersey,2020-04-30,-56.0,-23.0,-38.0,-67.0,-59.0,28.0,30.016728499872862
New Jersey,2020-05-01,-53.0,-17.0,-15.0,-64.0,-56.0,27.0,30.54909398952929
New Jersey,2020-05-02,-50.0,-13.0,122.0,-52.0,-36.0,13.0,29.26241002661345
New Jersey,2020-05-03,-52.0,-19.0,93.0,-60.0,-36.0,12.0,28.47753280923479
New Jersey,2020-05-04,-47.0,-15.0,32.0,-62.0,-55.0,23.0,27.472310963206787
New Jersey,2020-05-05,-46.0,-10.0,31.0,-60.0,-55.0,23.0,26.919036859152985
New Jersey,2020-05-06,-52.0,-19.0,-21.0,-64.0,-56.0,25.0,25.13215450565361
New Jersey,2020-05-07,-47.0,-10.0,65.0,-60.0,-55.0,23.0,24.097982270460005
New Jersey,2020-05-08,-53.0,-15.0,-22.0,-64.0,-54.0,27.0,22.941575058789397
New Jersey,2020-05-09,-50.0,-5.0,5.0,-58.0,-34.0,15.0,21.50048902032366
New Jersey,2020-05-10,-47.0,-13.0,73.0,-58.0,-32.0,10.0,18.95928819356488
New Jersey,2020-05-11,-51.0,-21.0,1.0,-63.0,-53.0,23.0,18.779152438756658
New Jersey,2020-05-12,-47.0,-12.0,34.0,-59.0,-53.0,23.0,16.324802779494696
New Jersey,2020-05-13,-44.0,-12.0,61.0,-58.0,-53.0,22.0,15.552792401745196
New Jersey,2020-05-14,-44.0,-12.0,66.0,-58.0,-53.0,23.0,14.586171074604671
New Jersey,2020-05-15,-45.0,-12.0,81.0,-57.0,-52.0,23.0,13.592207713252185
New Jersey,2020-05-16,-45.0,-11.0,146.0,-49.0,-31.0,11.0,12.873273048972962
New Jersey,2020-05-17,-46.0,-17.0,100.0,-57.0,-29.0,11.0,12.548385348336714
New Jersey,2020-05-18,-42.0,-14.0,42.0,-59.0,-51.0,21.0,13.018024994800994
New Jersey,2020-05-19,-42.0,-10.0,41.0,-57.0,-51.0,22.0,13.301095466642478
New Jersey,2020-05-20,-41.0,-9.0,55.0,-56.0,-51.0,21.0,14.216249435266366
New Jersey,2020-05-21,-39.0,-6.0,86.0,-54.0,-51.0,21.0,14.102056233557589
New Jersey,2020-05-22,-44.0,-9.0,41.0,-56.0,-50.0,23.0,14.176040561425248
New Jersey,2020-05-23,-50.0,-15.0,16.0,-56.0,-29.0,14.0,12.890964953463053
New Jersey,2020-05-24,-43.0,-11.0,138.0,-52.0,-27.0,8.0,12.577335737502317
New Jersey,2020-05-25,-44.0,-15.0,156.0,-65.0,-76.0,26.0,11.34372748805676
New Jersey,2020-05-26,-39.0,-9.0,91.0,-53.0,-49.0,19.0,10.858004292056028
New Jersey,2020-05-27,-39.0,-9.0,93.0,-52.0,-49.0,20.0,10.018443006253444
New Jersey,2020-05-28,-42.0,-10.0,41.0,-55.0,-49.0,21.0,9.188531850172732
New Jersey,2020-05-29,-43.0,-11.0,52.0,-54.0,-48.0,22.0,9.851174091074387
New Jersey,2020-05-30,-40.0,-6.0,173.0,-42.0,-17.0,9.0,10.460740618505763
New Jersey,2020-05-31,-40.0,-10.0,171.0,-46.0,-18.0,8.0,10.118161013379424
New Jersey,2020-06-01,-37.0,-8.0,84.0,-52.0,-46.0,18.0,9.370275959934592
